STATEFP,COUNTYFP,TRACTCE,PUMA5CE
12,057,012206,05707
12,057,012207,05707
12,057,012208,05707
12,057,012211,05707
12,057,012212,05707
12,057,012213,05707
12,057,012301,05707
12,057,012303,05707
12,057,012304,05707
12,057,013205,05707
12,057,013206,05707
12,057,013305,05707
12,057,013307,05707
12,057,013310,05707
12,057,013311,05707
12,057,013312,05707
12,057,013313,05707
12,057,013314,05707
12,057,013315,05707
12,057,013316,05707
12,057,013317,05707
12,057,013318,05707
12,057,013319,05707
12,057,013320,05707
12,057,013321,05707
12,057,013322,05707
12,057,013406,05707
12,057,013410,05707
12,057,013411,05707
12,057,013412,05707
12,057,013413,05707
12,057,013503,05707
12,057,013504,05707
12,057,013505,05707
12,057,013602,05707
12,057,013604,05707
12,057,013702,05707
12,057,013703,05707
12,057,013704,05707
12,057,013802,05707
12,057,013100,05708
12,057,013207,05708
12,057,013208,05708
12,057,013407,05708
12,057,013409,05708
12,057,013414,05708
12,057,013415,05708
12,057,013801,05708
12,057,013803,05708
12,057,013804,05708
12,057,013806,05708
12,057,013807,05708
12,057,013903,05708
12,057,013907,05708
12,057,013908,05708
12,057,013912,05708
12,057,013913,05708
12,057,013914,05708
12,057,013915,05708
12,057,013916,05708
12,057,013917,05708
12,057,013918,05708
12,057,013919,05708
12,057,013920,05708
12,057,013921,05708
12,057,013922,05708
12,057,013923,05708
12,057,014002,05708
12,057,014003,05708
12,057,014007,05708
12,057,014008,05708
12,057,014009,05708
12,057,014010,05708
12,057,014011,05708
12,057,014012,05708
12,057,014013,05708
12,057,014014,05708
12,057,014015,05708
12,057,014016,05708
12,057,014104,05708
12,057,014106,05708
12,057,014108,05708
12,057,014109,05708
12,057,014117,05708
12,057,014118,05708
12,057,014119,05708
12,057,014121,05708
12,057,014122,05708
12,057,980200,05708
12,057,990100,05708
12,059,960100,00500
12,059,960200,00500
12,059,960300,00500
12,059,960400,00500
12,061,050100,06100
12,061,050200,06100
12,061,050301,06100
12,061,050302,06100
12,061,050401,06100
12,061,050402,06100
12,061,050501,06100
12,061,050503,06100
12,061,050504,06100
12,061,050505,06100
12,061,050601,06100
12,061,050602,06100
12,061,050603,06100
12,061,050604,06100
12,061,050605,06100
12,061,050606,06100
12,061,050702,06100
12,061,050703,06100
12,061,050704,06100
12,061,050705,06100
12,061,050802,06100
12,061,050804,06100
12,061,050805,06100
12,061,050806,06100
12,061,050807,06100
12,061,050808,06100
12,061,050902,06100
12,061,050903,06100
12,061,050904,06100
12,061,980000,06100
12,061,990000,06100
12,063,210100,06300
12,063,210200,06300
12,063,210300,06300
12,063,210400,06300
12,063,210500,06300
12,063,210600,06300
12,063,210700,06300
12,063,210800,06300
12,063,210900,06300
12,063,211000,06300
12,063,211100,06300
12,065,250101,06300
12,065,250102,06300
12,065,250200,06300
12,065,990000,06300
12,067,960100,12100
12,067,960200,12100
12,069,030102,06901
12,069,030104,06901
12,069,030105,06901
12,069,030106,06901
12,069,030107,06901
12,069,030108,06901
12,069,030203,06901
12,069,030204,06901
12,069,030206,06901
12,069,030207,06901
12,069,030208,06901
12,069,030209,06901
12,069,030305,06901
12,069,030306,06901
12,069,030307,06901
12,069,030308,06901
12,069,030803,06901
12,069,030804,06901
12,069,030807,06901
12,069,030902,06901
12,069,030912,06901
12,069,030913,06901
12,069,030914,06901
12,069,030302,06902
12,069,030405,06902
12,069,030406,06902
12,069,030407,06902
12,069,030408,06902
12,069,030409,06902
12,069,030410,06902
12,069,030411,06902
12,069,030502,06902
12,069,030503,06902
12,069,030504,06902
12,069,030601,06902
12,069,030602,06902
12,069,030701,06902
12,069,030702,06902
12,069,030805,06903
12,069,030806,06903
12,069,031000,06903
12,069,031101,06903
12,069,031102,06903
12,069,031103,06903
12,069,031202,06903
12,069,031203,06903
12,069,031204,06903
12,069,031205,06903
12,069,031301,06903
12,069,031305,06903
12,069,031306,06903
12,069,031307,06903
12,069,031308,06903
12,069,031309,06903
12,069,031310,06903
12,069,031311,06903
12,071,001501,07101
12,071,001502,07101
12,071,001601,07101
12,071,001602,07101
12,071,001701,07101
12,071,001703,07101
12,071,001705,07101
12,071,001706,07101
12,071,001707,07101
12,071,001801,07101
12,071,001802,07101
12,071,001903,07101
12,071,001906,07101
12,071,001907,07101
12,071,001908,07101
12,071,001910,07101
12,071,001911,07101
12,071,001912,07101
12,071,001913,07101
12,071,001914,07101
12,071,001915,07101
12,071,010406,07101
12,071,050103,07101
12,071,050104,07101
12,071,050105,07101
12,071,050106,07101
12,071,050313,07101
12,071,060101,07101
12,071,060102,07101
12,071,060201,07101
12,071,060202,07101
12,071,060203,07101
12,071,070101,07101
12,071,070102,07101
12,071,070200,07101
12,071,080100,07101
12,071,080202,07101
12,071,080203,07101
12,071,080204,07101
12,071,090100,07101
12,071,990000,07101
12,071,010102,07102
12,071,010103,07102
12,071,010104,07102
12,071,010105,07102
12,071,010201,07102
12,071,010203,07102
12,071,010204,07102
12,071,010302,07102
12,071,010303,07102
12,071,010304,07102
12,071,010306,07102
12,071,010307,07102
12,071,010404,07102
12,071,010405,07102
12,071,010407,07102
12,071,010409,07102
12,071,010410,07102
12,071,010411,07102
12,071,010412,07102
12,071,010501,07102
12,071,010502,07102
12,071,010601,07102
12,071,010602,07102
12,071,010701,07102
12,071,010702,07102
12,071,010801,07102
12,071,010802,07102
12,071,010803,07102
12,071,000401,07103
12,071,000402,07103
12,071,020101,07103
12,071,020102,07103
12,071,020201,07103
12,071,020202,07103
12,071,020300,07103
12,071,020501,07103
12,071,020800,07103
12,071,030100,07103
12,071,030201,07103
12,071,030202,07103
12,071,030203,07103
12,071,030204,07103
12,071,030300,07103
12,071,040109,07103
12,071,040116,07103
12,071,040121,07103
12,071,040122,07103
12,071,040124,07103
12,071,040125,07103
12,071,040126,07103
12,071,040127,07103
12,071,040203,07103
12,071,040205,07103
12,071,040206,07103
12,071,040207,07103
12,071,040208,07103
12,071,040209,07103
12,071,040210,07103
12,071,040301,07103
12,071,040302,07103
12,071,040303,07103
12,071,040304,07103
12,071,040305,07103
12,071,040308,07103
12,071,040309,07103
12,071,040310,07103
12,071,040311,07103
12,071,040312,07103
12,071,040313,07103
12,071,040314,07103
12,071,000301,07104
12,071,000302,07104
12,071,000502,07104
12,071,000503,07104
12,071,000504,07104
12,071,000600,07104
12,071,000700,07104
12,071,000800,07104
12,071,000900,07104
12,071,001000,07104
12,071,001101,07104
12,071,001102,07104
12,071,001201,07104
12,071,001202,07104
12,071,001300,07104
12,071,001401,07104
12,071,001402,07104
12,071,010305,07104
12,071,020400,07104
12,071,020502,07104
12,071,020600,07104
12,071,020700,07104
12,071,040110,07104
12,071,040112,07104
12,071,040114,07104
12,071,040119,07104
12,071,040123,07104
12,071,080300,07104
12,071,040108,07105
12,071,040111,07105
12,071,040113,07105
12,071,040115,07105
12,071,040117,07105
12,071,040118,07105
12,071,040120,07105
12,071,050203,07105
12,071,050204,07105
12,071,050205,07105
12,071,050206,07105
12,071,050207,07105
12,071,050208,07105
12,071,050209,07105
12,071,050305,07105
12,071,050306,07105
12,071,050307,07105
12,071,050308,07105
12,071,050310,07105
12,071,050311,07105
12,071,050312,07105
12,071,050314,07105
12,071,050400,07105
12,071,050500,07105
12,071,050601,07105
12,071,050602,07105
12,071,060300,07105
12,071,980000,07105
12,073,001602,07300
12,073,002205,07300
12,073,002206,07300
12,073,002207,07300
12,073,002208,07300
12,073,002302,07300
12,073,002303,07300
12,073,002304,07300
12,073,002403,07300
12,073,002408,07300
12,073,002410,07300
12,073,002411,07300
12,073,002412,07300
12,073,002413,07300
12,073,002414,07300
12,073,002415,07300
12,073,002416,07300
12,073,002417,07300
12,073,002505,07300
12,073,002507,07300
12,073,002508,07300
12,073,002509,07300
12,073,002510,07300
12,073,002511,07300
12,073,002512,07300
12,073,002513,07300
12,073,002603,07300
12,073,002604,07300
12,073,002605,07300
12,073,002606,07300
12,073,002701,07300
12,073,002702,07300
12,073,000200,07301
12,073,000301,07301
12,073,000302,07301
12,073,000303,07301
12,073,000400,07301
12,073,000500,07301
12,073,000600,07301
12,073,000700,07301
12,073,000800,07301
12,073,000901,07301
12,073,000903,07301
12,073,000904,07301
12,073,000905,07301
12,073,001001,07301
12,073,001002,07301
12,073,001101,07301
12,073,001102,07301
12,073,001200,07301
12,073,001300,07301
12,073,001401,07301
12,073,001402,07301
12,073,001500,07301
12,073,001601,07301
12,073,001700,07301
12,073,001801,07301
12,073,001802,07301
12,073,001901,07301
12,073,001902,07301
12,073,002003,07301
12,073,002004,07301
12,073,002005,07301
12,073,002006,07301
12,073,002101,07301
12,073,002103,07301
12,073,002104,07301
12,073,002201,07301
12,075,970101,02300
12,075,970102,02300
12,075,970200,02300
12,075,970301,02300
12,075,970302,02300
12,075,970400,02300
12,075,970500,02300
12,075,970600,02300
12,075,970700,02300
12,075,990000,02300
12,077,950100,06300
12,077,950200,06300
12,079,110100,12100
12,079,110200,12100
12,079,110301,12100
12,079,110302,12100
12,079,110400,12100
12,081,000101,08101
12,081,000703,08101
12,081,000704,08101
12,081,001202,08101
12,081,001203,08101
12,081,001300,08101
12,081,001402,08101
12,081,001403,08101
12,081,001404,08101
12,081,001501,08101
12,081,001502,08101
12,081,001601,08101
12,081,001602,08101
12,081,001904,08101
12,081,001907,08101
12,081,001908,08101
12,081,001909,08101
12,081,001910,08101
12,081,001911,08101
12,081,001912,08101
12,081,001913,08101
12,081,001914,08101
12,081,002003,08101
12,081,002013,08101
12,081,002014,08101
12,081,000103,08102
12,081,000105,08102
12,081,000106,08102
12,081,000201,08102
12,081,000202,08102
12,081,000309,08102
12,081,000310,08102
12,081,000403,08102
12,081,000405,08102
12,081,000406,08102
12,081,000407,08102
12,081,000408,08102
12,081,000501,08102
12,081,000503,08102
12,081,000504,08102
12,081,000601,08102
12,081,000603,08102
12,081,000604,08102
12,081,000705,08102
12,081,000803,08102
12,081,000804,08102
12,081,001105,08102
12,081,001106,08102
12,081,001107,08102
12,081,001108,08102
12,081,001204,08102
12,081,001701,08102
12,081,001800,08102
12,081,002011,08102
12,081,002012,08102
12,081,990000,08102
12,081,000304,08103
12,081,000305,08103
12,081,000306,08103
12,081,000307,08103
12,081,000308,08103
12,081,000805,08103
12,081,000807,08103
12,081,000808,08103
12,081,000809,08103
12,081,000810,08103
12,081,000901,08103
12,081,000902,08103
12,081,001000,08103
12,081,001104,08103
12,081,001703,08103
12,081,001704,08103
12,081,002005,08103
12,081,002007,08103
12,081,002008,08103
12,081,002010,08103
12,081,002015,08103
12,081,002016,08103
12,081,002017,08103
12,083,000100,08301
12,083,000200,08301
12,083,000301,08301
12,083,000302,08301
12,083,000401,08301
12,083,000402,08301
12,083,000501,08301
12,083,000502,08301
12,083,000601,08301
12,083,000602,08301
12,083,000604,08301
12,083,000605,08301
12,083,001205,08301
12,083,001206,08301
12,083,001302,08301
12,083,002601,08301
12,083,002602,08301
12,083,002604,08301
12,083,002605,08301
12,083,002606,08301
12,083,002701,08301
12,083,002702,08301
12,083,980000,08301
12,083,980100,08301
12,083,001301,08302
12,083,001401,08302
12,083,001402,08302
12,083,001500,08302
12,083,001600,08302
12,083,001700,08302
12,083,001800,08302
12,083,001900,08302
12,083,002001,08302
12,083,002002,08302
12,083,002100,08302
12,083,002201,08302
12,083,002202,08302
12,083,002203,08302
12,083,002301,08302
12,083,002302,08302
12,083,002401,08302
12,083,002402,08302
12,083,002502,08302
12,083,002503,08302
12,083,002504,08302
12,083,000701,08303
12,083,000702,08303
12,083,000801,08303
12,083,000802,08303
12,083,000901,08303
12,083,000902,08303
12,083,001003,08303
12,083,001004,08303
12,083,001005,08303
12,083,001006,08303
12,083,001007,08303
12,083,001008,08303
12,083,001102,08303
12,083,001103,08303
12,083,001104,08303
12,083,001204,08303
12,083,001207,08303
12,083,001208,08303
12,085,000100,08500
12,085,000200,08500
12,085,000300,08500
12,085,000400,08500
12,085,000501,08500
12,085,000502,08500
12,085,000603,08500
12,085,000604,08500
12,085,000606,08500
12,085,000607,08500
12,085,000610,08500
12,085,000700,08500
12,085,000800,08500
12,085,000901,08500
12,085,000902,08500
12,085,001000,08500
12,085,001102,08500
12,085,001103,08500
12,085,001104,08500
12,085,001200,08500
12,085,001301,08500
12,085,001302,08500
12,085,001404,08500
12,085,001406,08500
12,085,001407,08500
12,085,001408,08500
12,085,001409,08500
12,085,001410,08500
12,085,001500,08500
12,085,001601,08500
12,085,001602,08500
12,085,001700,08500
12,085,001801,08500
12,085,001802,08500
12,085,990000,08500
12,085,990100,08500
12,086,009305,08601
12,086,009312,08601
12,086,009313,08601
12,086,011600,08601
12,086,011700,08601
12,086,011800,08601
12,086,011900,08601
12,086,012000,08601
12,086,012100,08601
12,086,012200,08601
12,086,012300,08601
12,086,012400,08601
12,086,012500,08601
12,086,012700,08601
12,086,012800,08601
12,086,013300,08601
12,086,013900,08601
12,086,000501,08602
12,086,009400,08602
12,086,009901,08602
12,086,009903,08602
12,086,009904,08602
12,086,009905,08602
12,086,009906,08602
12,086,010001,08602
12,086,010005,08602
12,086,010006,08602
12,086,010009,08602
12,086,010010,08602
12,086,010011,08602
12,086,010012,08602
12,086,010013,08602
12,086,010015,08602
12,086,010016,08602
12,086,000109,08603
12,086,000129,08603
12,086,000131,08603
12,086,000132,08603
12,086,000202,08603
12,086,000204,08603
12,086,000206,08603
12,086,000211,08603
12,086,000212,08603
12,086,000213,08603
12,086,000214,08603
12,086,000215,08603
12,086,000216,08603
12,086,009501,08603
12,086,009600,08603
12,086,009705,08603
12,086,009706,08603
12,086,009803,08603
12,086,009804,08603
12,086,009806,08603
12,086,009807,08603
12,086,009808,08603
12,086,000107,08604
12,086,000113,08604
12,086,000115,08604
12,086,000118,08604
12,086,000119,08604
12,086,000120,08604
12,086,000121,08604
12,086,000122,08604
12,086,000123,08604
12,086,000125,08604
12,086,000126,08604
12,086,000127,08604
12,086,000128,08604
12,086,000130,08604
12,086,000133,08604
12,086,000134,08604
12,086,000140,08604
12,086,001204,08604
12,086,003801,08604
12,086,003803,08604
12,086,003804,08604
12,086,003909,08604
12,086,003911,08604
12,086,003912,08604
12,086,003913,08604
12,086,009703,08604
12,086,009704,08604
12,086,000124,08605
12,086,000209,08605
12,086,000217,08605
12,086,000218,08605
12,086,000219,08605
12,086,000220,08605
12,086,000301,08605
12,086,000302,08605
12,086,000305,08605
12,086,000306,08605
12,086,000307,08605
12,086,000308,08605
12,086,000402,08605
12,086,000405,08605
12,086,000410,08605
12,086,000413,08605
12,086,000414,08605
12,086,001101,08605
12,086,001203,08605
12,086,009503,08605
12,086,009504,08605
12,086,000403,08606
12,086,000404,08606
12,086,000408,08606
12,086,000409,08606
12,086,000411,08606
12,086,000412,08606
12,086,000503,08606
12,086,000504,08606
12,086,000505,08606
12,086,000901,08606
12,086,000902,08606
12,086,000903,08606
12,086,001002,08606
12,086,001003,08606
12,086,001004,08606
12,086,001005,08606
12,086,001006,08606
12,086,001103,08606
12,086,001502,08606
12,086,980800,08606
12,086,000602,08607
12,086,009200,08607
12,086,009306,08607
12,086,009307,08607
12,086,009308,08607
12,086,009309,08607
12,086,009311,08607
12,086,009314,08607
12,086,009315,08607
12,086,012600,08607
12,086,012900,08607
12,086,013000,08607
12,086,013100,08607
12,086,013200,08607
12,086,013400,08607
12,086,013500,08607
12,086,013600,08607
12,086,013800,08607
12,086,009010,08608
12,086,009015,08608
12,086,009017,08608
12,086,009020,08608
12,086,009021,08608
12,086,009022,08608
12,086,009023,08608
12,086,009024,08608
12,086,009026,08608
12,086,009027,08608
12,086,009028,08608
12,086,009029,08608
12,086,009034,08608
12,086,009035,08608
12,086,009036,08608
12,086,009038,08608
12,086,009039,08608
12,086,009040,08608
12,086,009043,08608
12,086,009044,08608
12,086,009046,08608
12,086,009047,08608
12,086,014000,08608
12,086,014100,08608
12,086,014200,08608
12,086,014300,08608
12,086,014400,08608
12,086,014500,08608
12,086,000601,08609
12,086,000603,08609
12,086,000604,08609
12,086,000605,08609
12,086,000607,08609
12,086,000608,08609
12,086,000705,08609
12,086,000706,08609
12,086,000707,08609
12,086,000708,08609
12,086,000709,08609
12,086,000710,08609
12,086,000711,08609
12,086,000712,08609
12,086,000804,08609
12,086,000805,08609
12,086,000806,08609
12,086,013700,08609
12,086,000807,08610
12,086,000808,08610
12,086,001602,08610
12,086,001603,08610
12,086,001605,08610
12,086,001606,08610
12,086,001701,08610
12,086,001702,08610
12,086,001703,08610
12,086,001801,08610
12,086,001802,08610
12,086,001803,08610
12,086,004701,08610
12,086,004702,08610
12,086,004703,08610
12,086,009006,08610
12,086,009014,08610
12,086,009019,08610
12,086,009030,08610
12,086,009031,08610
12,086,009100,08610
12,086,980500,08610
12,086,001301,08611
12,086,001302,08611
12,086,001401,08611
12,086,001402,08611
12,086,001501,08611
12,086,001901,08611
12,086,001903,08611
12,086,001904,08611
12,086,002001,08611
12,086,002003,08611
12,086,002004,08611
12,086,002201,08611
12,086,002202,08611
12,086,002300,08611
12,086,002404,08611
12,086,002501,08611
12,086,002502,08611
12,086,002600,08611
12,086,002702,08611
12,086,002703,08611
12,086,002705,08611
12,086,002706,08611
12,086,002800,08611
12,086,003100,08611
12,086,003400,08611
12,086,001102,08612
12,086,001104,08612
12,086,001205,08612
12,086,001206,08612
12,086,002100,08612
12,086,003906,08612
12,086,003914,08612
12,086,003915,08612
12,086,003916,08612
12,086,003917,08612
12,086,003918,08612
12,086,003919,08612
12,086,003921,08612
12,086,003922,08612
12,086,004000,08612
12,086,004102,08612
12,086,004103,08612
12,086,004105,08612
12,086,004106,08612
12,086,004203,08612
12,086,004204,08612
12,086,004205,08612
12,086,004206,08612
12,086,004301,08612
12,086,004303,08612
12,086,004304,08612
12,086,004403,08612
12,086,004404,08612
12,086,004405,08612
12,086,004406,08612
12,086,004500,08612
12,086,002402,08613
12,086,002403,08613
12,086,002900,08613
12,086,003001,08613
12,086,003003,08613
12,086,003004,08613
12,086,003601,08613
12,086,003602,08613
12,086,003702,08613
12,086,003703,08613
12,086,003704,08613
12,086,003705,08613
12,086,003706,08613
12,086,003707,08613
12,086,005102,08613
12,086,005103,08613
12,086,005104,08613
12,086,005201,08613
12,086,005202,08613
12,086,005302,08613
12,086,005303,08613
12,086,005304,08613
12,086,005403,08613
12,086,005405,08613
12,086,005406,08613
12,086,005409,08613
12,086,005410,08613
12,086,981000,08613
12,086,004602,08614
12,086,004605,08614
12,086,004607,08614
12,086,004608,08614
12,086,006501,08614
12,086,006503,08614
12,086,006504,08614
12,086,006601,08614
12,086,006602,08614
12,086,006702,08614
12,086,006705,08614
12,086,006706,08614
12,086,006707,08614
12,086,006709,08614
12,086,006711,08614
12,086,006713,08614
12,086,006714,08614
12,086,006801,08614
12,086,006802,08614
12,086,006900,08614
12,086,007001,08614
12,086,007002,08614
12,086,007101,08614
12,086,007103,08614
12,086,007104,08614
12,086,007200,08614
12,086,007300,08614
12,086,980400,08614
12,086,004901,08615
12,086,004902,08615
12,086,005001,08615
12,086,005002,08615
12,086,005407,08615
12,086,005501,08615
12,086,005502,08615
12,086,005600,08615
12,086,005701,08615
12,086,005703,08615
12,086,005704,08615
12,086,005801,08615
12,086,005802,08615
12,086,006301,08615
12,086,006302,08615
12,086,006401,08615
12,086,006402,08615
12,086,006403,08615
12,086,490100,08615
12,086,005901,08616
12,086,005904,08616
12,086,006101,08616
12,086,006102,08616
12,086,006201,08616
12,086,006203,08616
12,086,006205,08616
12,086,006206,08616
12,086,007400,08616
12,086,007501,08616
12,086,007503,08616
12,086,007601,08616
12,086,007801,08616
12,086,007806,08616
12,086,007807,08616
12,086,007901,08616
12,086,007902,08616
12,086,008000,08616
12,086,008101,08616
12,086,008102,08616
12,086,008305,08616
12,086,008409,08616
12,086,008414,08616
12,086,008415,08616
12,086,980300,08616
